,PLZ,Longitude,Latitude
151,13437,13.328433400733003,52.5904606987358
152,13439,13.35836552281583,52.597633923946645
153,13465,13.289551932921368,52.639894021363325
154,13467,13.307476993839325,52.61710500376173
155,13469,13.34217007480002,52.611886124665894
156,13503,13.248754734738577,52.61216227960929
157,13505,13.240436851292232,52.5839010321919
158,13507,13.271706478682745,52.576502619970846
159,13509,13.300585116675384,52.589187536239734
160,13581,13.179372234866618,52.53102430675617
161,13583,13.182353354198945,52.54365970632263
162,13585,13.204912806155,52.54772720782926
163,13587,13.185425730622057,52.57671807096514
164,13589,13.167559316007088,52.55702798271659
165,13591,13.140451047305051,52.53446995910025
166,13593,13.167205216173901,52.51482610221952
167,13595,13.19622459336038,52.51161478298646
168,13597,13.219494683751504,52.52724736599811
169,13599,13.23500664599951,52.54629375977735
170,13627,13.299091755015624,52.53982806674212
171,13629,13.266121838408706,52.54217370067193
172,14050,13.268338227370933,52.52082672608213
173,14052,13.256858799554047,52.51558920656036
174,14053,13.238696178740382,52.515905226931764
175,14193,13.236512191039548,52.48312900126494
176,14057,13.287913704517218,52.507250172456125
177,14059,13.287773930793634,52.52052390612372
178,14089,13.151643265502072,52.47078498219171
179,14109,13.143986703427162,52.41973521998986
180,14129,13.202578358463798,52.446286478934425
181,14163,13.238505101240266,52.43683095261234
182,14165,13.253558879540764,52.41751915632142
183,14167,13.276466893449365,52.42117084955016
184,14169,13.257318230890549,52.44961801437708
185,14193,13.236512191039548,52.48312900126494
186,14195,13.282867034390405,52.458882967786316
187,14197,13.311789699628607,52.47335862767753
188,14199,13.29507096395517,52.477661074858325
189,12439,13.528644321780456,52.45277028153434
190,14055,13.244731875810201,52.501950954930614
191,15537,13.687388529541318,52.38570793162978
192,15566,13.705366666666666,52.459782999999995
193,15569,13.756057865644234,52.445953729962476
